"Contractor","Location","Total Amount"
"Joan","Central Asia","26.95"
"Joan","Mauritius","22.98"
"Joan","Tuvalu","0"
"Joan","French Polynesia","0"
"Joan","Equatorial Guinea","0"
"Joan","Ivory Coast","0"
"Joan","Isle Of Man","250.98000000000002"
"Joan","Tunisia","524.0"
"Joan","United States","0"
"Joan","Syria","0"
"Joan","Bhutan","320.99"
"Joan","Puerto Rico","0"
"Joan","French Guiana","0"
"Joan","Guinea","0"
"Joan","Saint Lucia","201.95"
"Joan","Georgia","0"
"Joan","Guinea-Bissau","642.0"
"Joan","Solomon Islands","0"
"Joan","Latin America","236.0"
"Joan","Jamaica","0"
"Joan","Grenada","244.99"
"Joan","Singapore","415.95"
"Joan","Monaco","452.5"
"Joan","North Korea","0"
"Joan","Ukraine","0"
"Joan","Vietnam","0"
"Joan","Papua New Guinea","492.0"
"Joan","Zimbabwe","0"
"Joan","Bermuda","445.95"
"Joan","Croatia","0"
"Joan","Lebanon","336.95"
"Joan","Saint Pierre And Miquelon","333.1"
"Joan","Maldives","446.95"
"Joan","Uganda","178.0"
"Joan","Iran","82.0"
"Joan","Svalbard And Jan Mayen Islands","0"
"Joan","Hong Kong","0"
"Joan","Southeast Asia","247.0"
"Joan","Cameroon","0"
"Joan","Israel","0"
"Joan","Belgium","0"
"Joan","Mozambique","262.95"
"Joan","Mali","405.0"
"Joan","Vanuatu","0"
"Joan","Venezuela","0"
"Joan","New Caledonia","0"
"Joan","Nauru","0"
"Joan","China","446.95"
"Joan","Saint Vincent And The Grenadines","0"
"Joan","Eritrea","0"
"Joan","Mauritania","168.95"
"Joan","Azerbaijan","0"
"Joan","Samoa","40.99"
"Joan","Antigua And Barbuda","351.95"
"Joan","Bahamas","0"
"Joan","Botswana","180.95"
"Joan","Montserrat","0"
"Joan","Somalia","374.98"
"Joan","Germany","0"
"Joan","Guadeloupe","47.0"
"Joan","Zambia","370.49"
"Joan","Runion","0"
"Joan","Cuba","0"
"Joan","Central African Republic","0"
"Joan","Brazil","13.99"
"Joan","Central Europe","0"
"Joan","Kiribati","0"
"Joan","Tanzania","0"
"Joan","Rwanda","0"
"Joan","Albania","0"
"Joan","India","0"
"Joan","Ethiopia","0"
"Joan","American Samoa","0"
"Joan","Brunei Darussalam","0"
"Joan","Dominica","0"
"Joan","Indonesia","0"
"Joan","Tokelau","0"
"Joan","Egypt","0"
"Joan","Malawi","0"
"Joan","North America","0"
"Joan","Martinique","0"
"Joan","Kyrgyzstan","0"
"Joan","Uruguay","810.6"
"Joan","Peru","0"
"Joan","Pitcairn","0"
"Joan","Belarus","0"
"Joan","Liberia","437.95"
"Joan","Nigeria","0"
"Joan","Europe","154.1"
"Joan","Sri Lanka","0"
"Joan","Cook Islands","0"
"Joan","Argentina","0"
"Joan","Mayotte","0"
"Joan","Cape Verde","0"
"Joan","Iraq","0"
"Joan","Cayman Islands","0"
"Joan","Slovenia","360.1"
"Joan","Philippines","379.0"
"Joan","Comoros","476.95"
"Joan","Liechtenstein","0"
"Joan","Honduras","85.98"
"Joan","Nepal","0"
"Joan","United Arab Emirates","0"
"Joan","Marshall Islands","473.0"
"Joan","Austria","0"
"Joan","Belize","0"
"Joan","Macao","0"
"Joan","Eastern Africa","0"
"Joan","Label","0"
"Joan","Greece","0"
"Joan","Gambia","352.0"
"Joan","Trinidad And Tobago","0"
"Joan","Armenia","0"
"Joan","Aruba","249.0"
"Joan","Ireland","0"
"Joan","Guam","444.94"
"Joan","Scandinavia","0"
"Joan","Macedonia","0"
"Joan","Mongolia","0"
"Joan","Greenland","130.5"
"Joan","Haiti","341.1"
"Joan","Canada","14.99"
"Joan","Dominican Republic","0"
"Joan","Bulgaria","0"
"Joan","Southern Africa","0"
"Joan","Bolivia","0"
"Joan","Paraguay","0"
"Joan","Finland","0"
"Joan","Romania","493.9"
"Joan","Uzbekistan","0"
"Joan","Cambodia","622.9300000000001"
"Joan","East Indies","0"
"Joan","Sierra Leone","0"
"Joan","Gaza Strip","0"
"Joan","Malaysia","0"
"Joan","Burundi","0"
"Joan","Gibraltar","0"
"Joan","Spain","0"
"Joan","Gabon","424.95"
"Joan","Niue","0"
"Joan","New Zealand","411.95"
"Joan","Costa Rica","483.99"
"Joan","Middle East","0"
"Joan","Barbados","301.95"
"Joan","Anguilla","167.0"
"Joan","Thailand","378.0"
"Joan","Chad","0"
"Joan","Bangladesh","0"
"Joan","Djibouti","0"
"Joan","South Korea","0"
"Joan","Australia","243.99"
"Joan","Italy","221.95"
"Joan","Serbia","0"
"Joan","El Salvador","0"
"Joan","Netherlands Antilles","0"
"Joan","Norfolk Island","0"
"Joan","United States Virgin Islands","0"
"Joan","Namibia","0"
"Joan","Guatemala","468.99"
"Joan","Norway","476.98"
"Joan","Pakistan","0"
"Joan","Cyprus","0"
"Joan","Faeroe Islands","285.99"
"Joan","Japan","400.0"
"Joan","Democratic Republic Of The Congo","0"
"Joan","Madagascar","0"
"Joan","San Marino","0"
"Joan","United Kingdom","0"
"Joan","Kazakhstan","0"
"Joan","France","563.0"
"Joan","Togo","437.95"
"Joan","Algeria","0"
"Joan","Russia","0"
"Joan","Swaziland","0"
"Joan","South Asia","304.95"
"Joan","Saint Kitts-Nevis","0"
"Joan","Switzerland","0"
"Joan","Fiji","0"
"David","Africa","423.95"
"David","Libya","0"
"David","Afghanistan","564.05"
"David","Northern Mariana Islands","0"
"David","Denmark","359.0"
"David","Eastern Europe","0"
"David","Andorra","472.95"
"David","Aland Islands","58.0"
"David","Jordan","0"
"David","Slovakia","0"
"David","Columbia","479.5"
"David","Country_Desc","436.99"
"David","Burkina Faso","0"
"David","Sao Tome And Principe","0"
"David","Mexico","29.0"
"David","Bosnia And Herzegovina","0"
"David","Sudan","0"
"David","Estonia","321.99"
"David","Lesotho","594.5"
"David","Senegal","611.09"
"David","Asia","0"
"David","Hungary","227.95"
"David","Laos","0"
"David","Turkey","0"
"David","Lithuania","0"
"David","South America","0"
"David","The West","0"
"David","Portugal","0"
"David","Niger","367.0"
"David","Balkans","0"
"David","Yemen","645.0"
"David","Poland","415.95"
"David","West Bank","276.0"
"David","Bahrain","0"
"David","Baghdad","0"
"David","Iceland","344.95"
"David","Persian Gulf","0"
"David","Angola","0"
"David","Western Sahara","125.98"
"David","Tonga","620.98"
"David","Kenya","0"
"David","Saint Helena","0"
"David","Falkland Islands","0"
"David","Sweden","0"
"David","Kuwait","408.95"
"David","West Africa","907.45"
"David","People'S Republic Of The Congo","455.99"
"David","Myanmar","150.95"
"David","Morocco","0"
"David","Saudi Arabia","0"
"David","Seychelles","0"
"David","Turks And Caicos Islands","785.05"
"David","South Africa","235.95"
"David","Latvia","0"
"David","Occupied Palestinian Territory","132.99"
"David","Ecuador","0"
"David","Micronesia","237.0"
"David","Benin","0"
"David","Netherlands","0"
"David","Central Africa","858.15"
"David","Ghana","399.95"
"David","Suriname","0"
"David","Location","0"
"David","British Virgin Islands","0"
"David","Luxembourg","0"
"David","East Timor","0"
"David","Qatar","149.95"
"David","Wallis And Futuna Islands","0"
"David","Tajikistan","0"
"David","Guyana","0"
"David","Mediterranean","435.0"
"David","Czech Republic","0"
"David","Caribbean","276.5"
"David","Caucasus","0"
"David","Moldova","0"
"David","Malta","0"
"David","Palau","154.95"
"David","Oman","301.99"
"David","Vatican City","127.0"
"David","Montenegro","0"
"David","Panama","0"
"David","Turkmenistan","0"
"David","Nicaragua","0"
"David","North Africa","0"
"David","Chile","0"
"David","Central Asia","0"
"David","Mauritius","0"
"David","Tuvalu","0"
"David","French Polynesia","425.99"
"David","Equatorial Guinea","0"
"David","Ivory Coast","0"
"David","Isle Of Man","0"
"David","Tunisia","0"
"David","United States","0"
"David","Syria","0"
"David","Bhutan","287.45"
"David","Puerto Rico","788.9300000000001"
"David","French Guiana","0"
"David","Guinea","408.5"
"David","Saint Lucia","0"
"David","Georgia","0"
"David","Guinea-Bissau","499.1"
"David","Solomon Islands","413.95"
"David","Latin America","0"
"David","Jamaica","0"
"David","Grenada","0"
"David","Singapore","0"
"David","Monaco","223.95"
"David","North Korea","51.0"
"David","Ukraine","0"
"David","Vietnam","0"
"David","Papua New Guinea","0"
"David","Zimbabwe","493.99"
"David","Bermuda","0"
"David","Croatia","131.0"
"David","Lebanon","461.0"
"David","Saint Pierre And Miquelon","391.0"
"David","Maldives","38.99"
"David","Uganda","0"
"David","Iran","0"
"David","Svalbard And Jan Mayen Islands","426.95"
"David","Hong Kong","132.95"
"David","Southeast Asia","0"
"David","Cameroon","172.95"
"David","Israel","0"
"David","Belgium","0"
"David","Mozambique","0"
"David","Mali","15.95"
"David","Vanuatu","0"
"David","Venezuela","0"
"David","New Caledonia","0"
"David","Nauru","475.95"
"David","China","0"
"David","Saint Vincent And The Grenadines","10.99"
"David","Eritrea","137.0"
"David","Mauritania","543.5"
"David","Azerbaijan","140.1"
"David","Samoa","0"
"David","Antigua And Barbuda","446.0"
"David","Bahamas","394.94"
"David","Botswana","482.95"
"David","Montserrat","0"
"David","Somalia","73.95"
"David","Germany","254.95"
"David","Guadeloupe","0"
"David","Zambia","0"
"David","Runion","0"
"David","Cuba","0"
"David","Central African Republic","0"
"David","Brazil","0"
"David","Central Europe","365.99"
"David","Kiribati","0"
"David","Tanzania","0"
"David","Rwanda","0"
"David","Albania","0"
"David","India","371.99"
"David","Ethiopia","459.0"
"David","American Samoa","485.95"
"David","Brunei Darussalam","0"
"David","Dominica","0"
"David","Indonesia","0"
"David","Tokelau","0"
"David","Egypt","0"
"David","Malawi","0"
"David","North America","0"
"David","Martinique","340.97"
"David","Kyrgyzstan","0"
"David","Uruguay","0"
"David","Peru","0"
"David","Pitcairn","0"
"David","Belarus","0"
"David","Liberia","0"
"David","Nigeria","24.99"
"David","Europe","0"
"David","Sri Lanka","94.99"
"David","Cook Islands","0"
"David","Argentina","253.0"
"David","Mayotte","0"
"David","Cape Verde","0"
"David","Iraq","429.98"
"David","Cayman Islands","0"
"David","Slovenia","353.98"
"David","Philippines","0"
"David","Comoros","0"
"David","Liechtenstein","0"
"David","Honduras","746.09"
"David","Nepal","0"
"David","United Arab Emirates","0"
"David","Marshall Islands","0"
"David","Austria","0"
"David","Belize","441.1"
"David","Macao","0"
"David","Eastern Africa","407.5"
"David","Label","434.95"
"David","Greece","312.1"
"David","Gambia","232.95"
"David","Trinidad And Tobago","861.5"
"David","Armenia","327.95"
"David","Aruba","221.0"
"David","Ireland","0"
"David","Guam","0"
"David","Scandinavia","0"
"David","Macedonia","0"
"David","Mongolia","495.95"
"David","Greenland","0"
"David","Haiti","91.99"
"David","Canada","0"
"David","Dominican Republic","0"
"David","Bulgaria","0"
"David","Southern Africa","423.96"
"David","Bolivia","0"
"David","Paraguay","0"
"David","Finland","339.98"
"David","Romania","0"
"David","Uzbekistan","0"
"David","Cambodia","0"
"David","East Indies","0"
"David","Sierra Leone","0"
"David","Gaza Strip","50.98"
"David","Malaysia","497.1"
"David","Burundi","413.0"
"David","Gibraltar","0"
"David","Spain","447.0"
"David","Gabon","292.0"
"David","Niue","170.95"
"David","New Zealand","0"
"David","Costa Rica","237.0"
"David","Middle East","0"
"David","Barbados","0"
"David","Anguilla","146.95"
"David","Thailand","16.0"
"David","Chad","0"
"David","Bangladesh","0"
"David","Djibouti","0"
"David","South Korea","0"
"David","Australia","0"
"David","Italy","303.0"
"David","Serbia","396.04999999999995"
"David","El Salvador","57.0"
"David","Netherlands Antilles","87.1"
"David","Norfolk Island","0"
"David","United States Virgin Islands","0"
"David","Namibia","449.0"
"David","Guatemala","0"
"David","Norway","0"
"David","Pakistan","0"
"David","Cyprus","654.4"
"David","Faeroe Islands","0"
"David","Japan","0"
"David","Democratic Republic Of The Congo","0"
"David","Madagascar","0"
"David","San Marino","95.94"
"David","United Kingdom","775.95"
"David","Kazakhstan","0"
"David","France","0"
"David","Togo","0"
"David","Algeria","0"
"David","Russia","0"
"David","Swaziland","0"
"David","South Asia","0"
"David","Saint Kitts-Nevis","0"
"David","Switzerland","0"
"David","Fiji","111.95"
"Cindy","Africa","425.0"
"Cindy","Libya","284.98"
"Cindy","Afghanistan","484.5"
"Cindy","Northern Mariana Islands","467.92999999999995"
"Cindy","Denmark","163.98"
"Cindy","Eastern Europe","103.99"
"Cindy","Andorra","0"
"Cindy","Aland Islands","0"
"Cindy","Jordan","0"
"Cindy","Slovakia","0"
"Cindy","Columbia","0"
"Cindy","Country_Desc","0"
"Cindy","Burkina Faso","10.98"
"Cindy","Sao Tome And Principe","0"
"Cindy","Mexico","0"
"Cindy","Bosnia And Herzegovina","0"
"Cindy","Sudan","0"
"Cindy","Estonia","25.5"
"Cindy","Lesotho","290.1"
"Cindy","Senegal","169.5"
"Cindy","Asia","0"
"Cindy","Hungary","0"
"Cindy","Laos","0"
"Cindy","Turkey","0"
"Cindy","Lithuania","779.0"
"Cindy","South America","301.95"
"Cindy","The West","0"
"Cindy","Portugal","0"
"Cindy","Niger","262.1"
"Cindy","Balkans","0"
"Cindy","Yemen","0"
"Cindy","Poland","344.95"
"Cindy","West Bank","0"
"Cindy","Bahrain","86.95"
"Cindy","Baghdad","0"
"Cindy","Iceland","0"
"Cindy","Persian Gulf","0"
"Cindy","Angola","0"
"Cindy","Western Sahara","280.0"
"Cindy","Tonga","82.95"
"Cindy","Kenya","187.0"
"Cindy","Saint Helena","354.0"
"Cindy","Falkland Islands","0"
"Cindy","Sweden","440.0"
"Cindy","Kuwait","0"
"Cindy","West Africa","0"
"Cindy","People'S Republic Of The Congo","76.95"
"Cindy","Myanmar","0"
"Cindy","Morocco","419.0"
"Cindy","Saudi Arabia","480.99"
"Cindy","Seychelles","392.0"
"Cindy","Turks And Caicos Islands","0"
"Cindy","South Africa","0"
"Cindy","Latvia","0"
"Cindy","Occupied Palestinian Territory","0"
"Cindy","Ecuador","0"
"Cindy","Micronesia","0"
"Cindy","Benin","456.94"
"Cindy","Netherlands","0"
"Cindy","Central Africa","0"
"Cindy","Ghana","0"
"Cindy","Suriname","0"
"Cindy","Location","0"
"Cindy","British Virgin Islands","0"
"Cindy","Luxembourg","0"
"Cindy","East Timor","0"
"Cindy","Qatar","0"
"Cindy","Wallis And Futuna Islands","56.0"
"Cindy","Tajikistan","0"
"Cindy","Guyana","0"
"Cindy","Mediterranean","0"
"Cindy","Czech Republic","0"
"Cindy","Caribbean","0"
"Cindy","Caucasus","0"
"Cindy","Moldova","0"
"Cindy","Malta","0"
"Cindy","Palau","0"
"Cindy","Oman","0"
"Cindy","Vatican City","0"
"Cindy","Montenegro","0"
"Cindy","Panama","14.0"
"Cindy","Turkmenistan","0"
"Cindy","Nicaragua","0"
"Cindy","North Africa","0"
"Cindy","Chile","0"
"Cindy","Central Asia","0"
"Cindy","Mauritius","23.95"
"Cindy","Tuvalu","0"
"Cindy","French Polynesia","0"
"Cindy","Equatorial Guinea","0"
"Cindy","Ivory Coast","0"
"Cindy","Isle Of Man","289.0"
"Cindy","Tunisia","301.0"
"Cindy","United States","159.95"
"Cindy","Syria","131.95"
"Cindy","Bhutan","185.0"
"Cindy","Puerto Rico","0"
"Cindy","French Guiana","0"
"Cindy","Guinea","176.0"
"Cindy","Saint Lucia","24.0"
"Cindy","Georgia","0"
"Cindy","Guinea-Bissau","0"
"Cindy","Solomon Islands","439.0"
"Cindy","Latin America","286.95"
"Cindy","Jamaica","0"
"Cindy","Grenada","0"
"Cindy","Singapore","0"
"Cindy","Monaco","221.0"
"Cindy","North Korea","0"
"Cindy","Ukraine","0"
"Cindy","Vietnam","0"
"Cindy","Papua New Guinea","0"
"Cindy","Zimbabwe","418.95"
"Cindy","Bermuda","0"
"Cindy","Croatia","0"
"Cindy","Lebanon","0"
"Cindy","Saint Pierre And Miquelon","0"
"Cindy","Maldives","230.95"
"Cindy","Uganda","0"
"Cindy","Iran","0"
"Cindy","Svalbard And Jan Mayen Islands","0"
"Cindy","Hong Kong","0"
"Cindy","Southeast Asia","367.99"
"Cindy","Cameroon","473.98"
"Cindy","Israel","194.95"
"Cindy","Belgium","79.95"
"Cindy","Mozambique","25.99"
"Cindy","Mali","0"
"Cindy","Vanuatu","306.99"
"Cindy","Venezuela","472.99"
"Cindy","New Caledonia","0"
"Cindy","Nauru","0"
"Cindy","China","0"
"Cindy","Saint Vincent And The Grenadines","0"
"Cindy","Eritrea","0"
"Cindy","Mauritania","328.95"
"Cindy","Azerbaijan","362.0"
"Cindy","Samoa","0"
"Cindy","Antigua And Barbuda","0"
"Cindy","Bahamas","0"
"Cindy","Botswana","12.99"
"Cindy","Montserrat","0"
"Cindy","Somalia","0"
"Cindy","Germany","0"
"Cindy","Guadeloupe","0"
"Cindy","Zambia","0"
"Cindy","Runion","178.0"
"Cindy","Cuba","0"
"Cindy","Central African Republic","793.99"
"Cindy","Brazil","0"
"Cindy","Central Europe","0"
"Cindy","Kiribati","0"
"Cindy","Tanzania","421.99"
"Cindy","Rwanda","0"
"Cindy","Albania","493.1"
"Cindy","India","0"
"Cindy","Ethiopia","389.98"
"Cindy","American Samoa","387.95"
"Cindy","Brunei Darussalam","0"
"Cindy","Dominica","333.99"
"Cindy","Indonesia","0"
"Cindy","Tokelau","0"
"Cindy","Egypt","0"
"Cindy","Malawi","189.99"
"Cindy","North America","0"
"Cindy","Martinique","0"
"Cindy","Kyrgyzstan","457.0"
"Cindy","Uruguay","0"
"Cindy","Peru","136.95"
"Cindy","Pitcairn","0"
"Cindy","Belarus","0"
"Cindy","Liberia","269.99"
"Cindy","Nigeria","340.95"
"Cindy","Europe","0"
"Cindy","Sri Lanka","0"
"Cindy","Cook Islands","436.5"
"Cindy","Argentina","0"
"Cindy","Mayotte","0"
"Cindy","Cape Verde","0"
"Cindy","Iraq","0"
"Cindy","Cayman Islands","400.1"
"Cindy","Slovenia","465.5"
"Cindy","Philippines","0"
"Cindy","Comoros","0"
"Cindy","Liechtenstein","0"
"Cindy","Honduras","0"
"Cindy","Nepal","704.95"
"Cindy","United Arab Emirates","0"
"Cindy","Marshall Islands","0"
"Cindy","Austria","0"
"Cindy","Belize","105.0"
"Cindy","Macao","0"
"Cindy","Eastern Africa","94.1"
"Cindy","Label","0"
"Cindy","Greece","36.99"
"Cindy","Gambia","0"
"Cindy","Trinidad And Tobago","0"
"Cindy","Armenia","0"
"Cindy","Aruba","0"
"Cindy","Ireland","0"
"Cindy","Guam","0"
"Cindy","Scandinavia","0"
"Cindy","Macedonia","0"
"Cindy","Mongolia","0"
"Cindy","Greenland","0"
"Cindy","Haiti","399.48"
"Cindy","Canada","425.0"
"Cindy","Dominican Republic","0"
"Cindy","Bulgaria","0"
"Cindy","Southern Africa","0"
"Cindy","Bolivia","0"
"Cindy","Paraguay","180.0"
"Cindy","Finland","0"
"Cindy","Romania","489.0"
"Cindy","Uzbekistan","0"
"Cindy","Cambodia","0"
"Cindy","East Indies","0"
"Cindy","Sierra Leone","0"
"Cindy","Gaza Strip","517.09"
"Cindy","Malaysia","0"
"Cindy","Burundi","0"
"Cindy","Gibraltar","107.49"
"Cindy","Spain","439.99"
"Cindy","Gabon","630.9300000000001"
"Cindy","Niue","0"
"Cindy","New Zealand","0"
"Cindy","Costa Rica","0"
"Cindy","Middle East","243.0"
"Cindy","Barbados","0"
"Cindy","Anguilla","0"
"Cindy","Thailand","313.0"
"Cindy","Chad","0"
"Cindy","Bangladesh","90.0"
"Cindy","Djibouti","0"
"Cindy","South Korea","0"
"Cindy","Australia","175.5"
"Cindy","Italy","0"
"Cindy","Serbia","0"
"Cindy","El Salvador","159.95"
"Cindy","Netherlands Antilles","0"
"Cindy","Norfolk Island","735.1"
"Cindy","United States Virgin Islands","134.0"
"Cindy","Namibia","0"
"Cindy","Guatemala","0"
"Cindy","Norway","0"
"Cindy","Pakistan","0"
"Cindy","Cyprus","0"
"Cindy","Faeroe Islands","220.5"
"Cindy","Japan","0"
"Cindy","Democratic Republic Of The Congo","190.99"
"Cindy","Madagascar","0"
"Cindy","San Marino","0"
"Cindy","United Kingdom","348.5"
"Cindy","Kazakhstan","414.0"
"Cindy","France","0"
"Cindy","Togo","0"
"Cindy","Algeria","0"
"Cindy","Russia","0"
"Cindy","Swaziland","0"
"Cindy","South Asia","263.99"
"Cindy","Saint Kitts-Nevis","0"
"Cindy","Switzerland","0"
"Cindy","Fiji","0"
"Sue","Africa","0"
"Sue","Libya","0"
"Sue","Afghanistan","459.95"
"Sue","Northern Mariana Islands","0"
"Sue","Denmark","0"
"Sue","Eastern Europe","0"
"Sue","Andorra","0"
"Sue","Aland Islands","224.95"
"Sue","Jordan","519.99"
"Sue","Slovakia","411.0"
"Sue","Columbia","0"
"Sue","Country_Desc","143.0"
"Sue","Burkina Faso","0"
"Sue","Sao Tome And Principe","0"
"Sue","Mexico","0"
"Sue","Bosnia And Herzegovina","133.95"
"Sue","Sudan","486.98"
"Sue","Estonia","711.99"
"Sue","Lesotho","299.5"
"Sue","Senegal","354.99"
"Sue","Asia","0"
"Sue","Hungary","0"
"Sue","Laos","0"
"Sue","Turkey","0"
"Sue","Lithuania","0"
"Sue","South America","0"
"Sue","The West","0"
"Sue","Portugal","0"
"Sue","Niger","0"
"Sue","Balkans","229.0"
"Sue","Yemen","552.9"
"Sue","Poland","0"
"Sue","West Bank","108.99"
"Sue","Bahrain","0"
"Sue","Baghdad","276.0"
"Sue","Iceland","124.95"
"Sue","Persian Gulf","0"
"Sue","Angola","0"
"Sue","Western Sahara","0"
"Sue","Tonga","237.0"
"Sue","Kenya","414.98"
"Sue","Saint Helena","310.95"
"Sue","Falkland Islands","0"
"Sue","Sweden","0"
"Sue","Kuwait","586.95"
"Sue","West Africa","39.0"
"Sue","People'S Republic Of The Congo","314.95"
"Sue","Myanmar","0"
"Sue","Morocco","666.99"
"Sue","Saudi Arabia","151.93"
"Sue","Seychelles","0"
"Sue","Turks And Caicos Islands","95.0"
"Sue","South Africa","273.0"
"Sue","Latvia","0"
"Sue","Occupied Palestinian Territory","470.95"
"Sue","Ecuador","603.1"
"Sue","Micronesia","0"
"Sue","Benin","0"
"Sue","Netherlands","0"
"Sue","Central Africa","0"
"Sue","Ghana","515.99"
"Sue","Suriname","0"
"Sue","Location","0"
"Sue","British Virgin Islands","0"
"Sue","Luxembourg","0"
"Sue","East Timor","0"
"Sue","Qatar","0"
"Sue","Wallis And Futuna Islands","0"
"Sue","Tajikistan","0"
"Sue","Guyana","342.98"
"Sue","Mediterranean","159.0"
"Sue","Czech Republic","0"
"Sue","Caribbean","0"
"Sue","Caucasus","0"
"Sue","Moldova","0"
"Sue","Malta","0"
"Sue","Palau","0"
"Sue","Oman","0"
"Sue","Vatican City","0"
"Sue","Montenegro","113.0"
"Sue","Panama","0"
"Sue","Turkmenistan","0"
"Sue","Nicaragua","0"
"Sue","North Africa","0"
"Sue","Chile","477.0"
"Sue","Central Asia","0"
"Sue","Mauritius","0"
"Sue","Tuvalu","595.98"
"Sue","French Polynesia","0"
"Sue","Equatorial Guinea","323.95"
"Sue","Ivory Coast","267.0"
"Sue","Isle Of Man","0"
"Sue","Tunisia","158.95"
"Sue","United States","0"
"Sue","Syria","0"
"Sue","Bhutan","0"
"Sue","Puerto Rico","0"
"Sue","French Guiana","0"
"Sue","Guinea","0"
"Sue","Saint Lucia","0"
"Sue","Georgia","0"
"Sue","Guinea-Bissau","0"
"Sue","Solomon Islands","0"
"Sue","Latin America","296.0"
"Sue","Jamaica","249.0"
"Sue","Grenada","0"
"Sue","Singapore","235.95"
"Sue","Monaco","119.0"
"Sue","North Korea","0"
"Sue","Ukraine","141.5"
"Sue","Vietnam","0"
"Sue","Papua New Guinea","207.95"
"Sue","Zimbabwe","0"
"Sue","Bermuda","0"
"Sue","Croatia","429.5"
"Sue","Lebanon","495.5"
"Sue","Saint Pierre And Miquelon","217.5"
"Sue","Maldives","0"
"Sue","Uganda","481.1"
"Sue","Iran","0"
"Sue","Svalbard And Jan Mayen Islands","0"
"Sue","Hong Kong","0"
"Sue","Southeast Asia","0"
"Sue","Cameroon","0"
"Sue","Israel","0"
"Sue","Belgium","262.0"
"Sue","Mozambique","113.99"
"Sue","Mali","455.99"
"Sue","Vanuatu","0"
"Sue","Venezuela","0"
"Sue","New Caledonia","201.95"
"Sue","Nauru","0"
"Sue","China","0"
"Sue","Saint Vincent And The Grenadines","0"
"Sue","Eritrea","0"
"Sue","Mauritania","0"
"Sue","Azerbaijan","393.99"
"Sue","Samoa","0"
"Sue","Antigua And Barbuda","271.95"
"Sue","Bahamas","400.1"
"Sue","Botswana","0"
"Sue","Montserrat","0"
"Sue","Somalia","0"
"Sue","Germany","317.1"
"Sue","Guadeloupe","0"
"Sue","Zambia","0"
"Sue","Runion","476.0"
"Sue","Cuba","0"
"Sue","Central African Republic","0"
"Sue","Brazil","0"
"Sue","Central Europe","176.0"
"Sue","Kiribati","261.98"
"Sue","Tanzania","0"
"Sue","Rwanda","0"
"Sue","Albania","110.95"
"Sue","India","0"
"Sue","Ethiopia","370.0"
"Sue","American Samoa","376.0"
"Sue","Brunei Darussalam","0"
"Sue","Dominica","0"
"Sue","Indonesia","239.99"
"Sue","Tokelau","0"
"Sue","Egypt","0"
"Sue","Malawi","0"
"Sue","North America","0"
"Sue","Martinique","92.95"
"Sue","Kyrgyzstan","0"
"Sue","Uruguay","0"
"Sue","Peru","0"
"Sue","Pitcairn","0"
"Sue","Belarus","0"
"Sue","Liberia","266.99"
"Sue","Nigeria","0"
"Sue","Europe","43.95"
"Sue","Sri Lanka","0"
"Sue","Cook Islands","0"
"Sue","Argentina","0"
"Sue","Mayotte","55.95"
"Sue","Cape Verde","0"
"Sue","Iraq","380.98"
"Sue","Cayman Islands","0"
"Sue","Slovenia","0"
"Sue","Philippines","0"
"Sue","Comoros","0"
"Sue","Liechtenstein","309.0"
"Sue","Honduras","0"
"Sue","Nepal","0"
"Sue","United Arab Emirates","0"
"Sue","Marshall Islands","0"
"Sue","Austria","395.98"
"Sue","Belize","0"
"Sue","Macao","385.0"
"Sue","Eastern Africa","0"
"Sue","Label","0"
"Sue","Greece","0"
"Sue","Gambia","0"
"Sue","Trinidad And Tobago","0"
"Sue","Armenia","51.0"
"Sue","Aruba","0"
"Sue","Ireland","375.99"
"Sue","Guam","0"
"Sue","Scandinavia","25.95"
"Sue","Macedonia","499.98"
"Sue","Mongolia","461.0"
"Sue","Greenland","243.5"
"Sue","Haiti","330.5"
"Sue","Canada","0"
"Sue","Dominican Republic","352.0"
"Sue","Bulgaria","0"
"Sue","Southern Africa","0"
"Sue","Bolivia","0"
"Sue","Paraguay","0"
"Sue","Finland","0"
"Sue","Romania","0"
"Sue","Uzbekistan","0"
"Sue","Cambodia","0"
"Sue","East Indies","344.0"
"Sue","Sierra Leone","0"
"Sue","Gaza Strip","0"
"Sue","Malaysia","221.0"
"Sue","Burundi","481.95"
"Sue","Gibraltar","0"
"Sue","Spain","0"
"Sue","Gabon","0"
"Sue","Niue","494.1"
"Sue","New Zealand","0"
"Sue","Costa Rica","668.99"
"Sue","Middle East","0"
"Sue","Barbados","332.95"
"Sue","Anguilla","0"
"Sue","Thailand","0"
"Sue","Chad","897.95"
"Sue","Bangladesh","0"
"Sue","Djibouti","0"
"Sue","South Korea","396.95"
"Sue","Australia","0"
"Sue","Italy","0"
"Sue","Serbia","380.0"
"Sue","El Salvador","0"
"Sue","Netherlands Antilles","110.95"
"Sue","Norfolk Island","0"
"Sue","United States Virgin Islands","0"
"Sue","Namibia","38.99"
"Sue","Guatemala","0"
"Sue","Norway","0"
"Sue","Pakistan","0"
"Sue","Cyprus","0"
"Sue","Faeroe Islands","0"
"Sue","Japan","0"
"Sue","Democratic Republic Of The Congo","133.99"
"Sue","Madagascar","434.0"
"Sue","San Marino","0"
"Sue","United Kingdom","0"
"Sue","Kazakhstan","0"
"Sue","France","0"
